timestamp,conn_id,duration,proto,service,src_bytes,dst_bytes,flag,urgent,land,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_srv_serror_rate,dst_host_srv_rerror_rate,dst_host_serror_rate,dst_host_rerror_rate,contains_dnp3_pckt,tot_dnp3_payload_len,min_payload_len,disable_cold_or_warm_in_conn,func_code_not_supported_count,rttd,Type,Weibull-anomaly-score,attention-score
01-01-2024 00:00,1,24.86693597,tcp,20000,1709,1781,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,True,762,8,False,0,0.000165307,normal,0.749693614634464,4.7723511848566564e-21
01-01-2024 00:00,39,46.89041209,tcp,20000,2459,2196,SF,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,True,867,8,False,0,0.000165307,normal,0.4742736308512461,3.153023446693909e-14
01-01-2024 00:00,92,53.86135507,tcp,20000,2609,2279,SF,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0.0,0,0,0,0,0,True,888,8,False,0,0.000165307,normal,0.3991742181664777,2.282433272290235e-12
01-01-2024 00:00,148,53.87944007,tcp,20000,2609,2279,SF,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0.0,0,0,0,0,0,True,888,8,False,0,0.000165307,normal,0.3989896134971404,2.306584993429475e-12
01-01-2024 00:00,204,13.74000812,tcp,20000,1409,1615,SF,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0.0,0,0,0,0,0,True,720,8,False,0,0.000165307,normal,0.8884073338381454,1.7533912496412555e-24
01-01-2024 00:00,236,27.80104208,tcp,20000,1859,1864,SF,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0.0,0,0,0,0,0,True,783,8,False,0,0.000165307,normal,0.7113753268849603,4.241991627456339e-20
01-01-2024 00:00,277,17.77751708,tcp,20000,1559,1698,SF,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0.0,0,0,0,0,0,True,741,8,False,0,0.000165307,normal,0.8401779518722642,2.742530651646545e-23
01-01-2024 00:00,312,50.87733197,tcp,20000,2609,2279,SF,0,0,0,0,0,0,0,0,0,0,0,7,7,1,0,0.0,0,0,0,0,0,True,888,8,False,0,0.000165307,normal,0.43037163389172794,3.8535304150121127e-13
01-01-2024 00:00,368,47.84458208,tcp,20000,2459,2196,SF,0,0,0,0,0,0,0,0,0,0,0,8,8,1,0,0.0,0,0,0,0,0,True,867,8,False,0,0.000165307,normal,0.46354312458130104,5.813563573792985e-14
01-01-2024 00:00,421,24.80372715,tcp,20000,1709,1781,SF,0,0,0,0,0,0,0,0,0,0,0,9,9,1,0,0.0,0,0,0,0,0,True,762,8,False,0,0.000165307,normal,0.7505170355189293,4.553473776191848e-21
01-01-2024 00:00,459,50.86666203,tcp,20000,2609,2279,SF,0,0,0,0,0,0,0,0,0,0,0,10,10,1,0,0.0,0,0,0,0,0,True,888,8,False,0,0.000165307,normal,0.4304857874985267,3.828529747439529e-13
01-01-2024 00:00,515,32.82933402,tcp,20000,2009,1947,SF,0,0,0,0,0,0,0,0,0,0,0,11,11,1,0,0.0,0,0,0,0,0,True,804,8,False,0,0.000165307,normal,0.6459665882037432,1.7669404271792072e-18
01-01-2024 00:00,559,16.77831507,tcp,20000,1559,1698,SF,0,0,0,0,0,0,0,0,0,0,0,12,12,1,0,0.0,0,0,0,0,0,True,741,8,False,0,0.000165307,normal,0.8524266185671541,1.3641026004213623e-23
01-01-2024 00:00,594,47.87778902,tcp,20000,2459,2196,SF,0,0,0,0,0,0,0,0,0,0,0,13,13,1,0,0.0,0,0,0,0,0,True,867,8,False,0,0.000165307,normal,0.46317216727433624,5.937837441444095e-14
01-01-2024 00:00,647,37.83458209,tcp,20000,2159,2030,SF,0,0,0,0,0,0,0,0,0,0,0,14,14,1,0,0.0,0,0,0,0,0,True,825,8,False,0,0.000165307,normal,0.5823601760736014,6.641258490317837e-17
01-01-2024 00:00,694,19.78747201,tcp,20000,1559,1698,SF,0,0,0,0,0,0,0,0,0,0,0,15,15,1,0,0.0,0,0,0,0,0,True,741,8,False,0,0.000165307,normal,0.8150593715282547,1.1485289947827779e-22
01-01-2024 00:00,729,47.87892294,tcp,20000,2459,2196,SF,0,0,0,0,0,0,0,0,0,0,0,16,16,1,0,0.0,0,0,0,0,0,True,867,8,False,0,0.000165307,normal,0.46315950313777543,5.942126610251889e-14
01-01-2024 00:00,782,45.85511899,tcp,20000,2459,2196,SF,0,0,0,0,0,0,0,0,0,0,0,17,17,1,0,0.0,0,0,0,0,0,True,867,8,False,0,0.000165307,normal,0.48607016682998905,1.6092183352643565e-14
01-01-2024 00:00,835,58.88760304,tcp,20000,2759,2362,SF,0,0,0,0,0,0,0,0,0,0,0,18,18,1,0,0.0,0,0,0,0,0,True,909,8,False,0,0.000165307,normal,0.3499865699268088,3.7708894668546363e-11
01-01-2024 00:00,894,28.82564998,tcp,20000,1859,1864,SF,0,0,0,0,0,0,0,0,0,0,0,19,19,1,0,0.0,0,0,0,0,0,True,783,8,False,0,0.000165307,normal,0.6979873755037059,9.10085558763672e-20
01-01-2024 00:00,935,10.76595902,tcp,20000,1409,1615,SF,0,0,0,0,0,0,0,0,0,0,0,20,20,1,0,0.0,0,0,0,0,0,True,720,8,False,0,0.000165307,normal,0.9212091380179401,2.701581809154235e-25
01-01-2024 00:00,967,47.85562205,tcp,20000,2459,2196,SF,0,0,0,0,0,0,0,0,0,0,0,21,21,1,0,0.0,0,0,0,0,0,True,867,8,False,0,0.000165307,normal,0.46341977754449876,5.854594531391121e-14
01-01-2024 00:00,1020,39.84881377,tcp,20000,2159,2030,SF,0,0,0,0,0,0,0,0,0,0,0,22,22,1,0,0.0,0,0,0,0,0,True,825,8,False,0,0.000165307,normal,0.5574337233529916,2.7509602550710163e-16
01-01-2024 00:00,1067,41.85836697,tcp,20000,2309,2113,SF,0,0,0,0,0,0,0,0,0,0,0,23,23,1,0,0.0,0,0,0,0,0,True,846,8,False,0,0.000165307,normal,0.5330331134809104,1.1058572162154586e-15
01-01-2024 00:00,1117,56.91498399,tcp,20000,2759,2362,SF,0,0,0,0,0,0,0,0,0,0,0,24,24,1,0,0.0,0,0,0,0,0,True,909,8,False,0,0.000165307,normal,0.36878097565674434,1.2913109226482945e-11
01-01-2024 00:00,1176,59.89364004,tcp,20000,2759,2362,SF,0,0,0,0,0,0,0,0,0,0,0,25,25,1,0,0.0,0,0,0,0,0,True,909,8,False,0,0.000165307,normal,0.34065711523051195,6.419096752681115e-11
01-01-2024 00:00,1235,18.77613306,tcp,20000,1559,1698,SF,0,0,0,0,0,0,0,0,0,0,0,26,26,1,0,0.0,0,0,0,0,0,True,741,8,False,0,0.000165307,normal,0.8277709412731857,5.56386056359917e-23
01-01-2024 00:00,1270,42.83629298,tcp,20000,2309,2113,SF,0,0,0,0,0,0,0,0,0,0,0,27,27,1,0,0.0,0,0,0,0,0,True,846,8,False,0,0.000165307,normal,0.5213421300562692,2.153749540310912e-15
01-01-2024 00:00,1320,27.80282307,tcp,20000,1859,1864,SF,0,0,0,0,0,0,0,0,0,0,0,28,28,1,0,0.0,0,0,0,0,0,True,783,8,False,0,0.000165307,normal,0.7113520471675635,4.247625890329587e-20
01-01-2024 00:00,1361,3.739984035,tcp,20000,1109,1449,SF,0,0,0,0,0,0,0,0,0,0,0,29,29,1,0,0.0,0,0,0,0,0,True,678,8,False,0,0.000165307,normal,0.98333686657374,7.818098533363714e-27
01-01-2024 00:00,1387,24.80795693,tcp,20000,1709,1781,SF,0,0,0,0,0,0,0,0,0,0,0,30,30,1,0,0.0,0,0,0,0,0,True,762,8,False,0,0.000165307,normal,0.7504619387137067,4.567800706642946e-21
01-01-2024 00:00,1425,15.78436399,tcp,20000,1559,1698,SF,0,0,0,0,0,0,0,0,0,0,0,31,31,1,0,0.0,0,0,0,0,0,True,741,8,False,0,0.000165307,normal,0.8644237003658063,6.882902978363364e-24
