timestamp,conn_id,duration,proto,service,src_bytes,dst_bytes,flag,urgent,land,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_srv_serror_rate,dst_host_srv_rerror_rate,dst_host_serror_rate,dst_host_rerror_rate,contains_dnp3_pckt,tot_dnp3_payload_len,min_payload_len,disable_cold_or_warm_in_conn,func_code_not_supported_count,rttd,Type
01-01-2024 00:00,1,24.86693597,tcp,20000,1709,1781,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,762,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,39,46.89041209,tcp,20000,2459,2196,SF,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,867,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,92,53.86135507,tcp,20000,2609,2279,SF,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,TRUE,888,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,148,53.87944007,tcp,20000,2609,2279,SF,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,TRUE,888,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,204,13.74000812,tcp,20000,1409,1615,SF,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,TRUE,720,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,236,27.80104208,tcp,20000,1859,1864,SF,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0,TRUE,783,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,277,17.77751708,tcp,20000,1559,1698,SF,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0,0,0,0,0,TRUE,741,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,312,50.87733197,tcp,20000,2609,2279,SF,0,0,0,0,0,0,0,0,0,0,0,7,7,1,0,0,0,0,0,0,0,TRUE,888,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,368,47.84458208,tcp,20000,2459,2196,SF,0,0,0,0,0,0,0,0,0,0,0,8,8,1,0,0,0,0,0,0,0,TRUE,867,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,421,24.80372715,tcp,20000,1709,1781,SF,0,0,0,0,0,0,0,0,0,0,0,9,9,1,0,0,0,0,0,0,0,TRUE,762,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,459,50.86666203,tcp,20000,2609,2279,SF,0,0,0,0,0,0,0,0,0,0,0,10,10,1,0,0,0,0,0,0,0,TRUE,888,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,515,32.82933402,tcp,20000,2009,1947,SF,0,0,0,0,0,0,0,0,0,0,0,11,11,1,0,0,0,0,0,0,0,TRUE,804,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,559,16.77831507,tcp,20000,1559,1698,SF,0,0,0,0,0,0,0,0,0,0,0,12,12,1,0,0,0,0,0,0,0,TRUE,741,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,594,47.87778902,tcp,20000,2459,2196,SF,0,0,0,0,0,0,0,0,0,0,0,13,13,1,0,0,0,0,0,0,0,TRUE,867,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,647,37.83458209,tcp,20000,2159,2030,SF,0,0,0,0,0,0,0,0,0,0,0,14,14,1,0,0,0,0,0,0,0,TRUE,825,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,694,19.78747201,tcp,20000,1559,1698,SF,0,0,0,0,0,0,0,0,0,0,0,15,15,1,0,0,0,0,0,0,0,TRUE,741,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,729,47.87892294,tcp,20000,2459,2196,SF,0,0,0,0,0,0,0,0,0,0,0,16,16,1,0,0,0,0,0,0,0,TRUE,867,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,782,45.85511899,tcp,20000,2459,2196,SF,0,0,0,0,0,0,0,0,0,0,0,17,17,1,0,0,0,0,0,0,0,TRUE,867,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,835,58.88760304,tcp,20000,2759,2362,SF,0,0,0,0,0,0,0,0,0,0,0,18,18,1,0,0,0,0,0,0,0,TRUE,909,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,894,28.82564998,tcp,20000,1859,1864,SF,0,0,0,0,0,0,0,0,0,0,0,19,19,1,0,0,0,0,0,0,0,TRUE,783,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,935,10.76595902,tcp,20000,1409,1615,SF,0,0,0,0,0,0,0,0,0,0,0,20,20,1,0,0,0,0,0,0,0,TRUE,720,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,967,47.85562205,tcp,20000,2459,2196,SF,0,0,0,0,0,0,0,0,0,0,0,21,21,1,0,0,0,0,0,0,0,TRUE,867,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1020,39.84881377,tcp,20000,2159,2030,SF,0,0,0,0,0,0,0,0,0,0,0,22,22,1,0,0,0,0,0,0,0,TRUE,825,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1067,41.85836697,tcp,20000,2309,2113,SF,0,0,0,0,0,0,0,0,0,0,0,23,23,1,0,0,0,0,0,0,0,TRUE,846,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1117,56.91498399,tcp,20000,2759,2362,SF,0,0,0,0,0,0,0,0,0,0,0,24,24,1,0,0,0,0,0,0,0,TRUE,909,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1176,59.89364004,tcp,20000,2759,2362,SF,0,0,0,0,0,0,0,0,0,0,0,25,25,1,0,0,0,0,0,0,0,TRUE,909,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1235,18.77613306,tcp,20000,1559,1698,SF,0,0,0,0,0,0,0,0,0,0,0,26,26,1,0,0,0,0,0,0,0,TRUE,741,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1270,42.83629298,tcp,20000,2309,2113,SF,0,0,0,0,0,0,0,0,0,0,0,27,27,1,0,0,0,0,0,0,0,TRUE,846,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1320,27.80282307,tcp,20000,1859,1864,SF,0,0,0,0,0,0,0,0,0,0,0,28,28,1,0,0,0,0,0,0,0,TRUE,783,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1361,3.739984035,tcp,20000,1109,1449,SF,0,0,0,0,0,0,0,0,0,0,0,29,29,1,0,0,0,0,0,0,0,TRUE,678,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1387,24.80795693,tcp,20000,1709,1781,SF,0,0,0,0,0,0,0,0,0,0,0,30,30,1,0,0,0,0,0,0,0,TRUE,762,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1425,15.78436399,tcp,20000,1559,1698,SF,0,0,0,0,0,0,0,0,0,0,0,31,31,1,0,0,0,0,0,0,0,TRUE,741,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1460,50.87132502,tcp,20000,2609,2279,SF,0,0,0,0,0,0,0,0,0,0,0,32,32,1,0,0,0,0,0,0,0,TRUE,888,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1516,16.79298401,tcp,20000,1559,1698,SF,0,0,0,0,0,0,0,0,0,0,0,33,33,1,0,0,0,0,0,0,0,TRUE,741,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1551,44.84767294,tcp,20000,2309,2113,SF,0,0,0,0,0,0,0,0,0,0,0,34,34,1,0,0,0,0,0,0,0,TRUE,846,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1601,40.81780195,tcp,20000,2309,2113,SF,0,0,0,0,0,0,0,0,0,0,0,35,35,1,0,0,0,0,0,0,0,TRUE,846,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1651,57.89500785,tcp,20000,2759,2362,SF,0,0,0,0,0,0,0,0,0,0,0,36,36,1,0,0,0,0,0,0,0,TRUE,909,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1710,15.77316499,tcp,20000,1559,1698,SF,0,0,0,0,0,0,0,0,0,0,0,37,37,1,0,0,0,0,0,0,0,TRUE,741,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1745,39.83031011,tcp,20000,2159,2030,SF,0,0,0,0,0,0,0,0,0,0,0,38,38,1,0,0,0,0,0,0,0,TRUE,825,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1792,18.78850198,tcp,20000,1559,1698,SF,0,0,0,0,0,0,0,0,0,0,0,39,39,1,0,0,0,0,0,0,0,TRUE,741,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1827,51.89556694,tcp,20000,2609,2279,SF,0,0,0,0,0,0,0,0,0,0,0,40,40,1,0,0,0,0,0,0,0,TRUE,888,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1883,26.86371207,tcp,20000,1859,1864,SF,0,0,0,0,0,0,0,0,0,0,0,41,41,1,0,0,0,0,0,0,0,TRUE,783,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1924,19.76394582,tcp,20000,1559,1698,SF,0,0,0,0,0,0,0,0,0,0,0,42,42,1,0,0,0,0,0,0,0,TRUE,741,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,1959,26.85683084,tcp,20000,1859,1864,SF,0,0,0,0,0,0,0,0,0,0,0,43,43,1,0,0,0,0,0,0,0,TRUE,783,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,2000,52.85257101,tcp,20000,2609,2279,SF,0,0,0,0,0,0,0,0,0,0,0,44,44,1,0,0,0,0,0,0,0,TRUE,888,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,2056,25.80137706,tcp,20000,1859,1864,SF,0,0,0,0,0,0,0,0,0,0,0,45,45,1,0,0,0,0,0,0,0,TRUE,783,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,2097,6.754652977,tcp,20000,1259,1532,SF,0,0,0,0,0,0,0,0,0,0,0,46,46,1,0,0,0,0,0,0,0,TRUE,699,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,2126,50.8728888,tcp,20000,2609,2279,SF,0,0,0,0,0,0,0,0,0,0,0,47,47,1,0,0,0,0,0,0,0,TRUE,888,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,2182,43.87221503,tcp,20000,2309,2113,SF,0,0,0,0,0,0,0,0,0,0,0,48,48,1,0,0,0,0,0,0,0,TRUE,846,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,2232,20.796314,tcp,20000,1709,1781,SF,0,0,0,0,0,0,0,0,0,0,0,49,49,1,0,0,0,0,0,0,0,TRUE,762,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,2270,11.81294203,tcp,20000,1409,1615,SF,0,0,0,0,0,0,0,0,0,0,0,50,50,1,0,0,0,0,0,0,0,TRUE,720,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,2302,27.80369496,tcp,20000,1859,1864,SF,0,0,0,0,0,0,0,0,0,0,0,51,51,1,0,0,0,0,0,0,0,TRUE,783,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,2343,35.83755112,tcp,20000,2159,2030,SF,0,0,0,0,0,0,0,0,0,0,0,52,52,1,0,0,0,0,0,0,0,TRUE,825,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,2390,28.79602289,tcp,20000,1859,1864,SF,0,0,0,0,0,0,0,0,0,0,0,53,53,1,0,0,0,0,0,0,0,TRUE,783,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,2431,13.78783298,tcp,20000,1409,1615,SF,0,0,0,0,0,0,0,0,0,0,0,54,54,1,0,0,0,0,0,0,0,TRUE,720,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,2463,30.83184314,tcp,20000,2009,1947,SF,0,0,0,0,0,0,0,0,0,0,0,55,55,1,0,0,0,0,0,0,0,TRUE,804,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,2507,44.84248209,tcp,20000,2309,2113,SF,0,0,0,0,0,0,0,0,0,0,0,56,56,1,0,0,0,0,0,0,0,TRUE,846,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,2557,47.82112598,tcp,20000,2459,2196,SF,0,0,0,0,0,0,0,0,0,0,0,57,57,1,0,0,0,0,0,0,0,TRUE,867,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,2610,53.87563992,tcp,20000,2609,2279,SF,0,0,0,0,0,0,0,0,0,0,0,58,58,1,0,0,0,0,0,0,0,TRUE,888,8,FALSE,0,0.000165307,normal
01-01-2024 00:00,2666,27.80863309,tcp,20000,1859,1864,SF,0,0,0,0,0,0,0,0,0,0,0,59,59,1,0,0,0,0,0,0,0,TRUE,783,8,FALSE,0,0.000165307,normal
01-01-2024 00:01,2707,50.85906315,tcp,20000,2609,2279,SF,0,0,0,0,0,0,0,0,0,0,0,60,60,1,0,0,0,0,0,0,0,TRUE,888,8,FALSE,0,0.000165307,normal
01-01-2024 00:01,2763,24.795187,tcp,20000,1709,1781,SF,0,0,0,0,0,0,0,0,0,0,0,61,61,1,0,0,0,0,0,0,0,TRUE,762,8,FALSE,0,0.000165307,normal
01-01-2024 00:01,2801,26.81086087,tcp,20000,1859,1864,SF,0,0,0,0,0,0,0,0,0,0,0,62,62,1,0,0,0,0,0,0,0,TRUE,783,8,FALSE,0,0.000165307,normal
01-01-2024 00:01,2842,52.86862206,tcp,20000,2609,2279,SF,0,0,0,0,0,0,0,0,0,0,0,63,63,1,0,0,0,0,0,0,0,TRUE,888,8,FALSE,0,0.000165307,normal
01-01-2024 00:01,2898,54.87150693,tcp,20000,2609,2279,SF,0,0,0,0,0,0,0,0,0,0,0,64,64,1,0,0,0,0,0,0,0,TRUE,888,8,FALSE,0,0.000165307,normal
01-01-2024 00:01,2954,47.86509895,tcp,20000,2459,2196,SF,0,0,0,0,0,0,0,0,0,0,0,65,65,1,0,0,0,0,0,0,0,TRUE,867,8,FALSE,0,0.000165307,normal
01-01-2024 00:01,3007,26.84339285,tcp,20000,1859,1864,SF,0,0,0,0,0,0,0,0,0,0,0,66,66,1,0,0,0,0,0,0,0,TRUE,783,8,FALSE,0,0.000165307,normal
01-01-2024 00:01,3048,8939.682714,tcp,20000,6627,6173,SF,0,0,0,0,0,0,0,0,0,0,0,67,67,1,0,0,0,0,0,0,0,TRUE,2496,8,FALSE,0,0.000165307,normal
01-01-2024 00:01,3107,4.751059055,tcp,20000,1109,1449,SF,0,0,0,0,0,0,0,0,0,0,0,68,68,1,0,0,0,0,0,0,0,TRUE,678,8,FALSE,0,0.000165307,normal
01-01-2024 00:01,3133,55.86637378,tcp,20000,2759,2362,SF,0,0,0,0,0,0,0,0,0,0,0,69,69,1,0,0,0,0,0,0,0,TRUE,909,8,FALSE,0,0.000165307,normal
01-01-2024 00:01,3192,16.82739806,tcp,20000,1559,1698,SF,0,0,0,0,0,0,0,0,0,0,0,70,70,1,0,0,0,0,0,0,0,TRUE,741,8,FALSE,0,0.000165307,normal
01-01-2024 00:01,3227,33.82986903,tcp,20000,2009,1947,SF,0,0,0,0,0,0,0,0,0,0,0,71,71,1,0,0,0,0,0,0,0,TRUE,804,8,FALSE,0,0.000165307,normal
01-01-2024 00:01,3271,57.86331797,tcp,20000,2759,2362,SF,0,0,0,0,0,0,0,0,0,0,0,72,72,1,0,0,0,0,0,0,0,TRUE,909,8,FALSE,0,0.000165307,normal
01-01-2024 00:01,3330,57.89463687,tcp,20000,2759,2362,SF,0,0,0,0,0,0,0,0,0,0,0,73,73,1,0,0,0,0,0,0,0,TRUE,909,8,FALSE,0,0.000165307,normal
01-01-2024 00:01,3389,16.78780794,tcp,20000,1559,1698,SF,0,0,0,0,0,0,0,0,0,0,0,74,74,1,0,0,0,0,0,0,0,TRUE,741,8,FALSE,0,0.000165307,normal
